accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
0.9766917293233083,0.977345603636298,0.9768822763555534,0.9769505131827382,0.9768539506089102,0.9766917293233083,0.9766072127285913
0.9609022556390977,0.961622392228449,0.9617864211475291,0.9615294439914562,0.9611573415804109,0.9609022556390977,0.9608528892001958
0.969172932330827,0.9699734570307676,0.9695107765182553,0.9696201976256192,0.969253701555109,0.969172932330827,0.9690968995275958
0.9736842105263158,0.9740948476319993,0.9739431868252918,0.973879444234151,0.9738712043604066,0.9736842105263158,0.9736370430712037
0.9646616541353383,0.9646341636723574,0.9647588628238545,0.9646210755284432,0.9648834705333325,0.9646616541353383,0.9646961118678009
0.9766917293233083,0.9777836421240128,0.9757722592368262,0.9763502169555217,0.9773753650328207,0.9766917293233083,0.9766128331658529
0.9736842105263158,0.9729070206105008,0.9732072911947126,0.972977822559591,0.973718329516909,0.9736842105263158,0.9736221910691198
0.9789473684210527,0.9785619660549598,0.9781437196579512,0.9782905845136209,0.9790242526911197,0.9789473684210527,0.978924815182394
0.969172932330827,0.9693702915156812,0.9693037106398336,0.9692634052982892,0.9692533675270325,0.969172932330827,0.9691379195616413
0.9729323308270676,0.9731319096061153,0.9729994646126213,0.9729190404656476,0.9731967504932907,0.9729323308270676,0.9729190333649642
0.9759398496240601,0.975179365349707,0.9752427818699887,0.9751123864441175,0.9759528788300719,0.9759398496240601,0.9758473755752608
0.9729323308270676,0.9731121232724119,0.9730536292609738,0.9728191138333437,0.9733368129195918,0.9729323308270676,0.9728699584909954
0.9796992481203007,0.9797837876409305,0.9793173672205931,0.9795090954810041,0.9797313615492992,0.9796992481203007,0.9796731870455518
0.968421052631579,0.9681808860723509,0.9696959893474368,0.9687036157752139,0.9687866497238944,0.968421052631579,0.9683657341950817
0.9729323308270676,0.972465112555383,0.9716432329920132,0.9717884825393328,0.9730931547296462,0.9729323308270676,0.972758743644663
0.969172932330827,0.9691724492874567,0.9672356012781546,0.9679094599177717,0.9693532424169662,0.969172932330827,0.9689834047764865
0.9714285714285714,0.9712583270182973,0.9715093150577022,0.9713079877391048,0.9715980057679884,0.9714285714285714,0.9714350396428887
0.9706766917293234,0.9714394858113025,0.9718154735495557,0.9715199661639359,0.9708256908339244,0.9706766917293234,0.9706462877426177
0.9714285714285714,0.9723509286412512,0.9723598898335993,0.9721720386170034,0.9718304130316016,0.9714285714285714,0.9714417788235615
0.9744360902255639,0.9759813683329878,0.9760011303230269,0.9759445431506402,0.9745386604378997,0.9744360902255639,0.9744380212250305
0.9736842105263158,0.9737643416499726,0.9733283367310228,0.9734993453709926,0.9736513474544126,0.9736842105263158,0.9736213368125729
0.9721804511278196,0.9719871095000443,0.9721238622432773,0.9719074486076245,0.9722957737675503,0.9721804511278196,0.9720874571167921
0.9721804511278196,0.9727533249824443,0.9726267800103467,0.9724706675786168,0.9724332512584091,0.9721804511278196,0.972085678948073
0.9699248120300752,0.9689222663193373,0.9687961526605381,0.9687580228113035,0.9700660819051021,0.9699248120300752,0.9698949886158185
0.9646616541353383,0.9654653924912339,0.965232286727775,0.965283483355844,0.9646977506207536,0.9646616541353383,0.9646161537506996
0.9766917293233083,0.9760586567566211,0.9763483353346516,0.9760812581196202,0.9769485521855333,0.9766917293233083,0.9767016071291134
0.9759398496240601,0.9749793320105822,0.9752283518950187,0.9750312466065736,0.9760326286947528,0.9759398496240601,0.9759115770782155
0.9736842105263158,0.9733533850473565,0.9732873124280923,0.9733028629063242,0.9737110985319273,0.9736842105263158,0.9736797439160728
0.9721804511278196,0.9709443955460554,0.9717223720752521,0.9711744323148495,0.9724728245757948,0.9721804511278196,0.9721671931075139
0.9661654135338346,0.9664751596105077,0.9658180028177454,0.9660870291106288,0.9661759671838632,0.9661654135338346,0.96611310488547
0.981203007518797,0.9813759150450991,0.9814667650472491,0.981414247623379,0.9811861572625826,0.981203007518797,0.9811875311187467
0.9706766917293234,0.9711315739178389,0.9718158395197924,0.971276581373709,0.9709387298229682,0.9706766917293234,0.9706045125058829
0.9774436090225563,0.9770558800101028,0.9776199075576113,0.9772697086850911,0.9776666499260918,0.9774436090225563,0.9774853554529156
0.9721804511278196,0.9705673829423633,0.9716666666666667,0.9706786695021989,0.9728101103628992,0.9721804511278196,0.9720780271244667
0.9699248120300752,0.9705132853384475,0.9710555334829387,0.9705297628493588,0.9702407469414676,0.9699248120300752,0.9698228005205597
0.968421052631579,0.9687774808782571,0.9689802143333741,0.9687811456390467,0.968605421599977,0.968421052631579,0.9684172648417436
0.9706766917293234,0.9708312776235996,0.9705195463632833,0.9706428625649594,0.9706794391158285,0.9706766917293234,0.9706463194011952
